ID,Title,Location,Career,Sector
46167449,2023년도 대규모 신입/경력 채용모집,경기전체,,"기계, 기계설계, 자동차부품, 백엔드/서버개발, 정보보안 외 수정일 23/07/19"
46159811,2023 LOUIS VUITTON 신입 및 경력 채용,서울 강남구,,"섬유, 의류·의상, 패션, SAP, 사이트관리 외 수정일 23/07/19"
46164464,생산직(생산팀) 직원 채용 공고,경남 창원시,,"자동차부품, 단순생산직, 생산, 제조, 자동차 등록일 23/07/17"
46080425,Python 개발자 모집,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 유지보수, API 외 등록일 23/07/05"
46156008,파이썬 개발자 인력 채용,서울 영등포구,,"Python, 딥러닝, 알고리즘, 컴퓨터비전, Django 외 등록일 23/07/17"
45973833,헬리오센(주) Python 응용S/W 개발자 경력 채용,경기 성남시 분당구,,"Python, 백엔드/서버개발, 프론트엔드, C#, C++ 외 등록일 23/06/21"
46079511,국내 광고 포털 유지 보수 및 신규 서비스 개발 (Python),서울 강남구,,"Python, 백엔드/서버개발, 웹개발, API, ASP 외 등록일 23/07/05"
46113540,"응용프로그램개발(Python, .NET, C#) 채용 공고",서울 금천구,,"Python, .NET, C#, Java, C++ 외 등록일 23/07/10"
41414828,백엔드 엔지니어 (Python),서울전체,,"Python, 백엔드/서버개발, 웹개발, DBA, Django 외 수정일 23/03/10"
44846739,"해석엔진개발 (C++, Python, MATLAB, CUDA)",서울전체,,"Python, S/W, C++, C언어, Matlab 외 수정일 23/04/20"
46199860,[AI번역 서비스] 백엔드 개발자-Python,서울 서초구,,"Python, 백엔드/서버개발, Docker, Kubernetes, 클라우드 외 등록일 23/07/21"
46180523,"Backend Engineer (Django, Python)",서울 중구,,"Python, 백엔드/서버개발, API, RDBMS, AWS 외 등록일 23/07/19"
46038365,Python을 활용한 중고등 수학 문제 제작 인턴 채용,경기 안양시 동안구,,"Python, 메타버스, AWS, 소프트웨어개발 수정일 23/06/29"
44187454,"[아이티존]Python/Java-빅데이터솔루션개발(경력,정규직,대전)",대전전체,,"Python, 데이터분석가, 데이터엔지니어, 웹개발, SE(시스템엔지니어) 외 수정일 23/02/07"
46005338,[파이썬/Python 경력] 머니쿤 체험단 서비스 개발자 채용,서울 동대문구,,"Python, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발 외 수정일 23/07/21"
45226757,Python Backend Developer (Middle),서울 강남구,,"Python, 백엔드/서버개발, 웹개발, DBA, 인프라 외 수정일 23/07/14"
45150066,Python 개발자 채용,경기전체,,"Python, SE(시스템엔지니어), 인프라, DevOps, Linux 외 수정일 23/07/18"
45813434,백엔드 개발자 (Python/FastAPI Flask),서울 강남구,,"Python, 백엔드/서버개발, 유지보수, 블록체인, 인프라 외 등록일 23/05/30"
46149307,"(주)아이팩토리 백엔드 경력 개발자 (Python, FastAPI)",서울 서초구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, Java 외 등록일 23/07/14"
46025032,Python 백엔드 개발자,서울 마포구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, DBA 외 수정일 23/06/28"
46031768,Python 개발자 채용,경기 용인시 기흥구,,"Python, DevOps, 네트워크, MLOps, 소프트웨어개발 수정일 23/07/18"
46163660,"보안 솔루션 개발/Go, Python",서울 구로구,,"Python, RDBMS, GoLang, Pytorch, 빅데이터 외 등록일 23/07/17"
46141986,Python 경력 채용,서울 광진구,,"Python, 백엔드/서버개발, 웹개발, 솔루션, 알고리즘 외 등록일 23/07/13"
45425126,Python Backend Developer (Senior),서울 강남구,,"Python, 백엔드/서버개발, 웹개발, DBA, 인프라 외 수정일 23/07/14"
46140385,Python 프리랜서 개발자 채용(경력),서울 성동구,,"Python, 웹개발, SI·시스템통합, 솔루션업체, 소프트웨어개발 외 등록일 23/07/13"
46186161,"JAVA 운영/유지보수 을지로, Python, jenkins 경험 우대 (1)",서울 중구,,"Python, Java, jQuery, JSP, Spring 외 등록일 23/07/20"
46186291,"고객관리 시스템 유지보수/JAVA, Python jenkins 우대 (2)",서울 중구,,"Python, Java, jQuery, JSP, MySQL 외 등록일 23/07/20"
46191413,"Sr. Back-end Engineer (백엔드 개발자, Python) - 글로벌 IT",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 모델링, 클라우드 외 등록일 23/07/20"
45931103,"웹개발자(Python, DJango)",서울 성동구,,"Python, 백엔드/서버개발, 웹개발, 블록체인, Django 외 수정일 23/06/15"
46003696,Mind AI - Python Backend Engineer,서울 중구,,"Python, 백엔드/서버개발, AI(인공지능), AWS, Django 외 등록일 23/06/26"
46134281,[경력/신입] 개발실 소프트웨어 개발자 모집(python 개발자 우대,경기 구리시,,"Python, 백엔드/서버개발, 프론트엔드, Tensorflow, 솔루션업체 등록일 23/07/13"
46067714,정규직 파이썬 (Python) 채용(경력),서울 성동구,,"Python, 웹개발, 스크립트, SI·시스템통합, 솔루션업체 외 등록일 23/07/04"
46106890,크립토택스팀에서 Python 개발자를 찾고 있어요,서울 강남구,,"Python, 블록체인, 알고리즘, API, AWS 외 등록일 23/07/10"
46124711,"백엔드 개발자(모바일게임,Node.js,AWS,API,Python,SQL)",경기 성남시 수정구,,"Python, 백엔드/서버개발, GM(게임운영), API, AWS 외 수정일 23/07/12"
46174814,"데이터분석/Python, R, Tableau 활용 능력/세계적인 게임사/판교",경기 성남시 분당구,,"Python, 게임개발, 데이터시각화, 머신러닝, 빅데이터 외 수정일 23/07/21"
44768051,[경력] 서버 엔지니어 (Python),서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, Django 외 수정일 23/05/12"
46171312,[바이브컴퍼니] 공공프로젝트 파이썬 개발자 신입 모집,서울 용산구,,"Python, 기술지원, 데이터엔지니어, 데이터마이닝, 데이터시각화 외 등록일 23/07/18"
45990927,Python 시스템 개발자 신입 및 경력사원 채용,경기 성남시 분당구,,"IT컨설팅, 딥러닝, MySQL, Pytorch, Tensorflow 외 수정일 23/06/26"
46140617,(전액무료)빅데이터 융합 자바&파이썬 인공지능(AI) 풀스택 개발자 취업연계과정,서울 구로구,,"Python, 데이터분석가, 백엔드/서버개발, 앱개발, 웹개발 외 수정일 23/07/13"
46049682,"프로그래밍(JAVA, Python) / 디자인 / OA 분야 강사 채용",충북 청주시 상당구,,"Python, 데이터분석가, 백엔드/서버개발, 앱개발, 웹개발 외 등록일 23/07/01"
45795837,Vision/MFC/C# Python Tensorflow CUDA yolo v5 개발직,충남 천안시 동남구,,"Python, S/W, C#, VisualC·C++, C++ 외 등록일 23/05/26"
45950020,"머신비전 개발자 , C/C++/C#, OpenCV, MIL, PYTHON",경기 용인시 기흥구,,"Python, 머신러닝, 빅데이터, S/W, AI(인공지능) 외 수정일 23/07/17"
46102227,[이노비즈/IT] Java / Backend(python) 개발자,서울 서초구,,"Python, 백엔드/서버개발, 웹개발, 딥러닝, 머신러닝 외 등록일 23/07/09"
46066151,IT개발·데이터(Python/Linux) 채용,서울 영등포구,,"Python, Linux, 소프트웨어개발 등록일 23/07/04"
45794191,파이썬(Python) 개발자 신입/경력 모집,부산 기장군,,"Python, 연구원, R&D, 기술연구, 딥러닝 외 등록일 23/05/26"
46167833,[핀테크/python] 백엔드 엔지니어 (6년 이상),서울 중구,,"Python, 백엔드/서버개발, 앱개발, 웹개발, 솔루션 외 수정일 23/07/18"
45874828,"Python, .Net, C# 개발자 모집",서울 서초구,,"Python, .NET, ASP.NET, C#, MSSQL 외 수정일 23/06/07"
45899602,"Python&딥러닝&머신러닝 외 정규직 채용합니다(신입, 경력)",경기 안양시 동안구,,"Python, 딥러닝, 머신러닝, 빅데이터, AI(인공지능) 외 등록일 23/06/12"
46016823,"파이썬/Python 경력, 머니쿤 체험단 서비스 개발자 채용",서울 동대문구,,"Python, 기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발 외 수정일 23/06/27"
45836496,빅데이터/DataAnalysis/Python/JAVA/SAS 인재 채용,서울 강남구,,"Python, 데이터분석가, 빅데이터, 클라우드, Java 외 등록일 23/06/01"
46130067,"플랫폼개발(Python, Java) 경력직(3년이상) 채용",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, RDBMS, AWS 외 수정일 23/07/12"
42358916,"[패스오더] 백엔드 개발자 (Spring, Python, MSA) (병역특례/산업기능요원/보충역/전직)",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어) 외 수정일 23/07/05"
45775515,[인텔리전스랩스] 글로벌 빌링 서비스 백엔드 개발자(Go/Python),경기 성남시 분당구,,"Python, API, .NET, AWS, Node.js 외 수정일 23/06/30"
45565606,백엔드 엔지니어 (Python),서울 마포구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어) 외 등록일 23/04/24"
46007552,[채용] C# S/W 개발자 or Python 응용 S/W 개발,서울 금천구,,"Python, C#, Java, SQL, Unity 외 등록일 23/06/26"
46142180,"RPA, Python, Javascript 외 정규직 모집 공고(신입)",경기 성남시 중원구,,"Python, RPA, Javascript, JSP, 소프트웨어개발 수정일 23/07/14"
46124906,"Python/Django 개발자, 디자이너, 퍼블리셔, 기획자 신입/경력",서울 강남구,,"Python, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔 외 등록일 23/07/12"
46023452,Python Backend 개발자 채용,경기전체,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, DBA 외 등록일 23/06/28"
45802034,[인텔리전스랩스] 부스트파트 백엔드 개발자(Python/OpenSearch),경기 성남시 분당구,,"Python, SE(시스템엔지니어), 클라우드, AWS, Azure 외 수정일 23/05/26"
45963028,"웹프로그래머(JAVA/Spring, Vue, Angular, php, python)등",서울 강서구,,"Python, 웹개발, Java, Javascript, jQuery 외 등록일 23/06/19"
45816502,[AI] Python JAVA 머신러닝 개발자 모집,대전 유성구,,"Python, 데이터라벨링, 데이터마이닝, 데이터시각화, 딥러닝 외 등록일 23/05/30"
45893370,"머신러닝&인공지능(AI)&Python 外 정규직, 인턴 채용 연장",서울 영등포구,,"Python, 데이터분석가, 머신러닝, 빅데이터, AI(인공지능) 외 등록일 23/06/09"
46080939,[전략개발팀] Python(파이썬) 개발자,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드 외 수정일 23/07/21"
46055251,[주4.5일] Python 개발직무 경력 채용,서울 구로구,,"Python, 백엔드/서버개발, 데이터마이닝, 딥러닝, 머신러닝 외 수정일 23/07/19"
46023118,Python Backend 개발자 채용,경기 성남시 수정구,,"Python, 솔루션, Django, Linux, 솔루션업체 외 수정일 23/06/28"
43750042,"(주)바이오커넥트 - [신입 및 경력] 영상처리 알고리즘 개발(Python,딥러닝)",서울전체,,"Python, 데이터분석가, 딥러닝, 머신러닝, 블록체인 외 수정일 22/12/26"
45822957,Python(파이썬) Backend(3년 이상),서울 서초구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어) 외 등록일 23/05/31"
45847487,Python 개발,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, DBA 외 수정일 23/06/16"
45990007,[안진회계법인] 공공기관 스크래핑 담당자 (Java/Python),서울 영등포구,,"Python, 백엔드/서버개발, 웹개발, Java, 회계법인 등록일 23/06/22"
46007294,차량용 Software Test 자동화 개발(Python) 및 검증,인천 서구,,"Python, 솔루션, S/W, 솔루션업체, 소프트웨어개발 등록일 23/06/26"
46040484,"Back-end Engineer(AWS, Python, API) 경력 채용",서울 금천구,,"Python, 백엔드/서버개발, 미들웨어, 클라우드, API 외 등록일 23/06/30"
45941524,"백엔드/서버 개발자 (Django, Python)",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, Django, 솔루션 외 등록일 23/06/16"
45822827,[Python] 백엔드 개발자(3년 이상),서울 서초구,,"Python, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발 외 수정일 23/06/28"
41068534,"[패스오더] 백엔드 개발자(Spring, Python, MSA)",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라 외 수정일 23/07/14"
45971432,2023년 상반기 딥러닝/머신러닝/연구원/Python外 모집 공고,서울 영등포구,,"Python, 딥러닝, 머신러닝, 빅데이터, AI(인공지능) 외 수정일 23/07/10"
45890587,"프로그래머 채용(C++,Python,C#)[대전,세종]",대전 유성구,,"Python, 알고리즘, 영상처리, 이미지프로세싱, .NET 외 수정일 23/06/09"
45823710,"백엔드 서버개발자 정규직 채용 ( MySQL , C언어 , Python )",서울 송파구,,"Python, 백엔드/서버개발, C언어, MySQL, IT·통신기기판매 수정일 23/06/02"
46142714,[아키텍처팀] 개발자 모집(JAVA/Python),서울 마포구,,"Python, Java, Spring, SpringBoot, Vue.js 외 등록일 23/07/14"
45865684,[운영개선팀] Python(파이썬) 개발자,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드 외 수정일 23/06/07"
46076925,Python 코드 작성,경기 성남시 분당구,,"Python, 스크립트, C++, C언어, Linux 외 수정일 23/07/19"
45980492,개발본부 Python 개발자,인천 연수구,,"Python, 백엔드/서버개발, 웹개발, 네트워크, 데이터마이닝 외 수정일 23/06/22"
45825027,REACT · PHP · PYTHON 개발자 채용,서울 영등포구,,"Python, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔 외 수정일 23/07/21"
45981773,이커머스 솔루션 Python Backend 개발자,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어) 외 등록일 23/06/22"
46091640,데이터 분석 및 사업 기획(신규 / 경력) 모집 - 정규직,서울 강남구,,"Python, 데이터분석가, 머신러닝, 빅데이터, 크롤링 외 수정일 23/07/21"
46127241,[안랩-제이슨] 신입 및 경력 모집_빅데이터/컨설턴트/기획,서울 마포구,,"Python, 데이터분석가, 백엔드/서버개발, 보안컨설팅, 웹개발 외 수정일 23/07/12"
46020537,[쿠팡CFS] Business Data Analyst (비즈니스 분석가),서울 송파구,,"Python, 데이터마이닝, MySQL, NoSQL, PostgreSQL 외 수정일 23/07/01"
46087745,"Qoo10 기술본부 경력 채용 (시스템 엔지니어, DBA, 보안)",서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 정보보안, 퍼블리셔 외 수정일 23/07/06"
45905723,데이터 분석 컨설턴트 채용 공고(신입/경력),경기 성남시 분당구,,"Python, 데이터분석가, 데이터마이닝, 빅데이터, 텍스트마이닝 외 수정일 23/07/17"
46177116,[베리타스] IT팀 신입/경력사원 채용,서울 서초구,,"Python, 백엔드/서버개발, 유지보수, C#, C++ 외 수정일 23/07/19"
46003383,(주)더캐리 정보혁신부 IT부문별 공개채용,서울 용산구,,"Python, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드 외 등록일 23/06/26"
46120247,[ZUM] 머신러닝 엔지니어,서울 서초구,,"Python, 데이터분석가, 딥러닝, 머신러닝, 블록체인 외 수정일 23/07/11"
46154691,"Microsoft Technology(SA,AI,Data) 채용",서울 강남구,,"Python, 데이터엔지니어, 백엔드/서버개발, 웹개발, SE(시스템엔지니어) 외 등록일 23/07/17"
45121052,[에너지IT기업 해줌] 데이터 분석(Data Analysis),서울전체,,"Python, 데이터분석가, 딥러닝, 머신러닝, 블록체인 외 수정일 23/02/22"
45994369,데이터분석가 채용,경기 성남시 분당구,,"Python, 데이터분석가, 머신러닝, 빅데이터, R 외 수정일 23/06/23"
46167543,[COOKAT] 시스템 엔지니어 모집,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라 외 등록일 23/07/18"
46103719,[리디] 데이터 엔지니어,서울 강남구,,"Python, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발 외 수정일 23/07/13"
46143749,연료전지 시스템 개발자 신입 채용,울산 남구,,"Python, SE(시스템엔지니어), H/W, S/W, .NET 외 수정일 23/07/14"
45981492,프로마션스 개발자 채용,서울 성동구,,"Python, Java, JPA, MySQL, Redis 외 등록일 23/06/21"
46094834,[병역특례] 인공지능연구원 (전문연구요원),서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, 머신러닝 외 수정일 23/07/07"
46041798,(주)푸드테크 IT부문 데이터 엔지니어 채용,서울 강남구,,"Python, 데이터분석가, 데이터엔지니어, 빅데이터, 클라우드 외 수정일 23/07/01"
46170098,서버/백엔드 개발자 채용,서울전체,,"Python, 백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어) 외 등록일 23/07/18"
46122235,[뉴로메카] 시스템개발그룹 인력 채용,경북 포항시 북구,,"Python, 로봇엔지니어, 로봇설계, 기계조작원, 기술엔지니어 외 등록일 23/07/11"
46179437,딥러닝/블록체인 기반 기술 R&D 및 솔루션 구축 연구개발직 연구원 채용 [부설연구소],광주 북구,,"Python, 딥러닝, 블록체인, C#, Docker 외 수정일 23/07/20"
46085260,"[파두 FADU] 반도체 SSD, SoC 연구개발 엔지니어/전문연구요원",서울 강남구,,"Python, 솔루션, 임베디드, 펌웨어, H/W 외 수정일 23/07/11"
45728636,개발/PM/설계/품질 정규직 채용,경기 성남시 분당구,,"Python, 데이터분석가, 데이터엔지니어, QA/테스터, 데이터라벨링 외 수정일 23/07/21"
45922967,주니어 데브옵스 엔지니어(DevOps Engineer),서울 서초구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어) 외 등록일 23/06/14"
45879053,클라우드엔지니어/서비스 보안/IT인프라/클라우드 운영관리,서울 금천구,,"Python, 백엔드/서버개발, SE(시스템엔지니어), 머신러닝, 빅데이터 외 수정일 23/07/10"
46011740,[프람트테크놀로지] 소프트웨어 개발분야 정규직 신입사원 채용,서울 강남구,,"Python, 백엔드/서버개발, DBA, Linux, 빅데이터 외 등록일 23/06/26"
46021831,"[쿠팡CFS] 물류 자동화 로봇(AGV,AMR) S/W 엔지니어",대구 달성군,,"Python, S/W, C++, Java, Javascript 외 수정일 23/07/01"
46177696,[코스닥 상장사-디어유] 서버 개발 실장,서울 강남구,,"Python, 백엔드/서버개발, 웹개발, 프론트엔드, DBA 외 등록일 23/07/19"
46008238,[면접비 지급] 인공지능 기반 머신비전 연구개발,경기 화성시,,"Python, SI개발, 딥러닝, 머신러닝, 빅데이터 외 등록일 23/06/26"
45937539,"[WebDeveloper] 웹 개발자 (정규직, 신입, 경력)",대전 유성구,,"Python, 백엔드/서버개발, 웹개발, 유지보수, SI개발 외 수정일 23/06/15"
